Series_reference,Period,Data_value,Suppressed,STATUS
BDCQ.SEA1ZT,2014.03,1812600,,R
BDCQ.SEA1ZT,2014.06,1823972,,R
BDCQ.SEA1ZT,2014.09,1837034,,R
BDCQ.SEA1ZT,2014.12,1849588,,R
BDCQ.SEA1ZT,2015.03,1859960,,R
BDCQ.SEA1ZT,2015.06,1870040,,R
BDCQ.SEA1ZT,2015.09,1880471,,R
BDCQ.SEA1ZT,2015.12,1891735,,R
BDCQ.SEA1ZT,2016.03,1904839,,R
BDCQ.SEA1ZT,2016.06,1921034,,R
BDCQ.SEA1ZT,2016.09,1937694,,R
BDCQ.SEA1ZT,2016.12,1950109,,R
BDCQ.SEA1ZT,2017.03,1965663,,R
BDCQ.SEA1ZT,2017.06,1987012,,R
BDCQ.SEA1ZT,2017.09,2004770,,R
BDCQ.SEA1ZT,2017.12,2017493,,R
BDCQ.SEA1ZT,2018.03,2029872,,R
BDCQ.SEA1ZT,2018.06,2036821,,R
BDCQ.SEA1ZT,2018.09,2042928,,R
BDCQ.SEA1ZT,2018.12,2058476,,R
BDCQ.SEA1ZT,2019.03,2076508,,R
BDCQ.SEA1ZT,2019.06,2087257,,R
BDCQ.SEA1ZT,2019.09,2099232,,R
BDCQ.SEA1ZT,2019.12,2115572,,R
BDCQ.SEA1ZT,2020.03,2123472,,R
BDCQ.SEA1ZT,2020.06,2121035,,R
BDCQ.SEA1ZT,2020.09,2118380,,R
BDCQ.SEA1ZT,2020.12,2120229,,R
BDCQ.SEA1ZT,2021.03,2131301,,R
BDCQ.SEA1ZT,2021.06,2154886,,R
BDCQ.SEA1ZT,2021.09,2180697,,R
BDCQ.SEA1ZT,2021.12,2195941,,R
BDCQ.SEA1ZT,2022.03,2200844,,R
BDCQ.SEA1ZT,2022.06,2208818,,R
BDCQ.SEA1ZT,2022.09,2222639,,R
BDCQ.SEA1ZT,2022.12,2240096,,R
BDCQ.SEA1ZT,2023.03,2262697,,R
BDCQ.SEA1ZT,2023.06,2286468,,F
BDCQ.SEA2AA,2011.06,700.87091,,F
BDCQ.SEA2AA,2011.09,708.377901,,F
BDCQ.SEA2AA,2011.12,784.855823,,F
BDCQ.SEA2AA,2012.03,789.940538,,F
BDCQ.SEA2AA,2012.06,744.866808,,F
BDCQ.SEA2AA,2012.09,748.555475,,F
BDCQ.SEA2AA,2012.12,838.010225,,F
BDCQ.SEA2AA,2013.03,823.520585,,F
BDCQ.SEA2AA,2013.06,768.34789,,F
BDCQ.SEA2AA,2013.09,784.985937,,F
BDCQ.SEA2AA,2013.12,922.552443,,F
BDCQ.SEA2AA,2014.03,892.356733,,F
BDCQ.SEA2AA,2014.06,839.87305,,F
BDCQ.SEA2AA,2014.09,851.094171,,F
BDCQ.SEA2AA,2014.12,963.544255,,F
BDCQ.SEA2AA,2015.03,932.489931,,F
BDCQ.SEA2AA,2015.06,879.578616,,F
BDCQ.SEA2AA,2015.09,869.693901,,F
BDCQ.SEA2AA,2015.12,1007.325457,,F
BDCQ.SEA2AA,2016.03,985.834491,,F
BDCQ.SEA2AA,2016.06,916.892924,,F
BDCQ.SEA2AA,2016.09,905.718737,,F
BDCQ.SEA2AA,2016.12,1035.069206,,F
BDCQ.SEA2AA,2017.03,1017.146613,,F
BDCQ.SEA2AA,2017.06,973.885624,,F
BDCQ.SEA2AA,2017.09,963.703416,,F
BDCQ.SEA2AA,2017.12,1128.824723,,F
BDCQ.SEA2AA,2018.03,1079.221336,,F
BDCQ.SEA2AA,2018.06,1038.363215,,F
BDCQ.SEA2AA,2018.09,1037.492476,,F
BDCQ.SEA2AA,2018.12,1203.084659,,F
BDCQ.SEA2AA,2019.03,1147.457055,,F
BDCQ.SEA2AA,2019.06,1088.314001,,F
BDCQ.SEA2AA,2019.09,1080.645421,,F
BDCQ.SEA2AA,2019.12,1276.369907,,F
BDCQ.SEA2AA,2020.03,1196.913785,,F
BDCQ.SEA2AA,2020.06,1158.958235,,F
BDCQ.SEA2AA,2020.09,1211.532652,,R
BDCQ.SEA2AA,2020.12,1318.073738,,R
BDCQ.SEA2AA,2021.03,1277.788063,,R
BDCQ.SEA2AA,2021.06,1235.83168,,R
BDCQ.SEA2AA,2021.09,1259.895692,,R
BDCQ.SEA2AA,2021.12,1393.111902,,R
BDCQ.SEA2AA,2022.03,1372.303549,,R
BDCQ.SEA2AA,2022.06,1323.231401,,R
BDCQ.SEA2AA,2022.09,1323.407092,,R
BDCQ.SEA2AA,2022.12,1435.281345,,R
BDCQ.SEA2AA,2023.03,1424.818453,,F
BDCQ.SEA2AA,2023.06,1371.958419,,F
BDCQ.SEA2AS,2011.06,,Y,R
BDCQ.SEA2AS,2011.09,,Y,R
BDCQ.SEA2AS,2011.12,,Y,R
BDCQ.SEA2AS,2012.03,,Y,R
BDCQ.SEA2AS,2012.06,,Y,R
BDCQ.SEA2AS,2012.09,,Y,R
BDCQ.SEA2AS,2012.12,,Y,R
BDCQ.SEA2AS,2013.03,,Y,R
BDCQ.SEA2AS,2013.06,,Y,R
BDCQ.SEA2AS,2013.09,,Y,R
BDCQ.SEA2AS,2013.12,,Y,R
BDCQ.SEA2AS,2014.03,,Y,R
BDCQ.SEA2AS,2014.06,,Y,R
BDCQ.SEA2AS,2014.09,,Y,R
BDCQ.SEA2AS,2014.12,,Y,R
BDCQ.SEA2AS,2015.03,,Y,R
BDCQ.SEA2AS,2015.06,,Y,R
BDCQ.SEA2AS,2015.09,,Y,R
BDCQ.SEA2AS,2015.12,,Y,R
BDCQ.SEA2AS,2016.03,,Y,R
BDCQ.SEA2AS,2016.06,,Y,R
BDCQ.SEA2AS,2016.09,,Y,R
BDCQ.SEA2AS,2016.12,,Y,R
BDCQ.SEA2AS,2017.03,,Y,R
BDCQ.SEA2AS,2017.06,,Y,R
BDCQ.SEA2AS,2017.09,,Y,R
BDCQ.SEA2AS,2017.12,,Y,R
BDCQ.SEA2AS,2018.03,,Y,R
BDCQ.SEA2AS,2018.06,,Y,R
BDCQ.SEA2AS,2018.09,,Y,R
BDCQ.SEA2AS,2018.12,,Y,R
BDCQ.SEA2AS,2019.03,,Y,R
BDCQ.SEA2AS,2019.06,,Y,R
BDCQ.SEA2AS,2019.09,,Y,R
BDCQ.SEA2AS,2019.12,,Y,R
BDCQ.SEA2AS,2020.03,,Y,R
BDCQ.SEA2AS,2020.06,,Y,F
BDCQ.SEA2AS,2020.09,,Y,F
BDCQ.SEA2AS,2020.12,,Y,F
BDCQ.SEA2AT,2011.06,,Y,C
BDCQ.SEA2AT,2011.09,,Y,C
BDCQ.SEA2AT,2011.12,,Y,C
BDCQ.SEA2AT,2012.03,,Y,C
BDCQ.SEA2AT,2012.06,,Y,C
BDCQ.SEA2AT,2012.09,,Y,C
BDCQ.SEA2AT,2012.12,,Y,C
BDCQ.SEA2AT,2013.03,,Y,C
BDCQ.SEA2AT,2013.06,,Y,C
BDCQ.SEA2AT,2013.09,,Y,C
BDCQ.SEA2AT,2013.12,,Y,C
BDCQ.SEA2AT,2014.03,,Y,C
BDCQ.SEA2AT,2014.06,,Y,C
BDCQ.SEA2AT,2014.09,,Y,C
BDCQ.SEA2AT,2014.12,,Y,C
BDCQ.SEA2AT,2015.03,,Y,C
BDCQ.SEA2AT,2015.06,,Y,C
BDCQ.SEA2AT,2015.09,,Y,C
BDCQ.SEA2AT,2015.12,,Y,C
BDCQ.SEA2AT,2016.03,,Y,C
BDCQ.SEA2AT,2016.06,,Y,C
BDCQ.SEA2AT,2016.09,,Y,C
BDCQ.SEA2AT,2016.12,,Y,C
BDCQ.SEA2AT,2017.03,,Y,C
BDCQ.SEA2AT,2017.06,,Y,C
BDCQ.SEA2AT,2017.09,,Y,C
BDCQ.SEA2AT,2017.12,,Y,C
BDCQ.SEA2AT,2018.03,,Y,C
BDCQ.SEA2AT,2018.06,,Y,C
BDCQ.SEA2AT,2018.09,,Y,C
BDCQ.SEA2AT,2018.12,,Y,C
BDCQ.SEA2AT,2019.03,,Y,C
BDCQ.SEA2AT,2019.06,,Y,C
BDCQ.SEA2AT,2019.09,,Y,C
BDCQ.SEA2AT,2019.12,,Y,C
BDCQ.SEA2AT,2020.03,,Y,C
BDCQ.SEA2AT,2020.06,,Y,C
BDCQ.SEA2AT,2020.09,,Y,C
BDCQ.SEA2AT,2020.12,,Y,C
BDCQ.SEA2BA,2011.06,119.968233,,F
BDCQ.SEA2BA,2011.09,129.298428,,F
BDCQ.SEA2BA,2011.12,130.765792,,F
BDCQ.SEA2BA,2012.03,145.084177,,F
BDCQ.SEA2BA,2012.06,141.530459,,F
BDCQ.SEA2BA,2012.09,153.782661,,F
BDCQ.SEA2BA,2012.12,151.2594,,F
BDCQ.SEA2BA,2013.03,140.138637,,F
BDCQ.SEA2BA,2013.06,136.982793,,F
BDCQ.SEA2BA,2013.09,137.227631,,F
BDCQ.SEA2BA,2013.12,144.221707,,F
BDCQ.SEA2BA,2014.03,167.281718,,F
BDCQ.SEA2BA,2014.06,165.982577,,F
BDCQ.SEA2BA,2014.09,158.157959,,F
BDCQ.SEA2BA,2014.12,155.545897,,F
BDCQ.SEA2BA,2015.03,152.435241,,F
BDCQ.SEA2BA,2015.06,149.427212,,F
BDCQ.SEA2BA,2015.09,139.888958,,F
BDCQ.SEA2BA,2015.12,137.325349,,F
BDCQ.SEA2BA,2016.03,151.182838,,F
BDCQ.SEA2BA,2016.06,144.348924,,F
BDCQ.SEA2BA,2016.09,133.188653,,F
BDCQ.SEA2BA,2016.12,131.717085,,F
BDCQ.SEA2BA,2017.03,151.089338,,F
BDCQ.SEA2BA,2017.06,140.194642,,F
BDCQ.SEA2BA,2017.09,141.703679,,F
BDCQ.SEA2BA,2017.12,140.947323,,F
BDCQ.SEA2BA,2018.03,157.705084,,F
BDCQ.SEA2BA,2018.06,150.01185,,F
BDCQ.SEA2BA,2018.09,149.029047,,F
BDCQ.SEA2BA,2018.12,157.001729,,F
BDCQ.SEA2BA,2019.03,147.870064,,F
BDCQ.SEA2BA,2019.06,148.915685,,F
BDCQ.SEA2BA,2019.09,143.481452,,F
BDCQ.SEA2BA,2019.12,145.689559,,F
BDCQ.SEA2BA,2020.03,139.114093,,F
BDCQ.SEA2BA,2020.06,143.738115,,F
BDCQ.SEA2BA,2020.09,145.034637,,R
BDCQ.SEA2BA,2020.12,139.394378,,R
BDCQ.SEA2BA,2021.03,153.058494,,R
BDCQ.SEA2BA,2021.06,145.326685,,R
BDCQ.SEA2BA,2021.09,141.912243,,R
BDCQ.SEA2BA,2021.12,154.340453,,R
BDCQ.SEA2BA,2022.03,150.408383,,R
BDCQ.SEA2BA,2022.06,169.371082,,R
BDCQ.SEA2BA,2022.09,155.218008,,R
BDCQ.SEA2BA,2022.12,166.63798,,R
BDCQ.SEA2BA,2023.03,167.151786,,F
BDCQ.SEA2BA,2023.06,184.836527,,F
BDCQ.SEA2BS,2011.06,,Y,R
BDCQ.SEA2BS,2011.09,,Y,R
BDCQ.SEA2BS,2011.12,,Y,R
BDCQ.SEA2BS,2012.03,,Y,R
BDCQ.SEA2BS,2012.06,,Y,R
BDCQ.SEA2BS,2012.09,,Y,R
BDCQ.SEA2BS,2012.12,,Y,R
BDCQ.SEA2BS,2013.03,,Y,R
BDCQ.SEA2BS,2013.06,,Y,R
BDCQ.SEA2BS,2013.09,,Y,R
BDCQ.SEA2BS,2013.12,,Y,R
BDCQ.SEA2BS,2014.03,,Y,R
BDCQ.SEA2BS,2014.06,,Y,R
BDCQ.SEA2BS,2014.09,,Y,R
BDCQ.SEA2BS,2014.12,,Y,R
BDCQ.SEA2BS,2015.03,,Y,R
BDCQ.SEA2BS,2015.06,,Y,R
BDCQ.SEA2BS,2015.09,,Y,R
BDCQ.SEA2BS,2015.12,,Y,R
BDCQ.SEA2BS,2016.03,,Y,R
BDCQ.SEA2BS,2016.06,,Y,R
BDCQ.SEA2BS,2016.09,,Y,R
BDCQ.SEA2BS,2016.12,,Y,R
BDCQ.SEA2BS,2017.03,,Y,R
BDCQ.SEA2BS,2017.06,,Y,R
BDCQ.SEA2BS,2017.09,,Y,R
BDCQ.SEA2BS,2017.12,,Y,R
BDCQ.SEA2BS,2018.03,,Y,R
BDCQ.SEA2BS,2018.06,,Y,R
BDCQ.SEA2BS,2018.09,,Y,R
BDCQ.SEA2BS,2018.12,,Y,R
BDCQ.SEA2BS,2019.03,,Y,R
BDCQ.SEA2BS,2019.06,,Y,R
BDCQ.SEA2BS,2019.09,,Y,R
BDCQ.SEA2BS,2019.12,,Y,R
BDCQ.SEA2BS,2020.03,,Y,R
BDCQ.SEA2BS,2020.06,,Y,F
BDCQ.SEA2BS,2020.09,,Y,F
BDCQ.SEA2BS,2020.12,,Y,F
BDCQ.SEA2BT,2011.06,,Y,C
BDCQ.SEA2BT,2011.09,,Y,C
BDCQ.SEA2BT,2011.12,,Y,C
BDCQ.SEA2BT,2012.03,,Y,C
BDCQ.SEA2BT,2012.06,,Y,C
BDCQ.SEA2BT,2012.09,,Y,C
BDCQ.SEA2BT,2012.12,,Y,C
BDCQ.SEA2BT,2013.03,,Y,C
BDCQ.SEA2BT,2013.06,,Y,C
BDCQ.SEA2BT,2013.09,,Y,C
BDCQ.SEA2BT,2013.12,,Y,C
BDCQ.SEA2BT,2014.03,,Y,C
BDCQ.SEA2BT,2014.06,,Y,C
BDCQ.SEA2BT,2014.09,,Y,C
BDCQ.SEA2BT,2014.12,,Y,C
BDCQ.SEA2BT,2015.03,,Y,C
BDCQ.SEA2BT,2015.06,,Y,C
BDCQ.SEA2BT,2015.09,,Y,C
BDCQ.SEA2BT,2015.12,,Y,C
BDCQ.SEA2BT,2016.03,,Y,C
BDCQ.SEA2BT,2016.06,,Y,C
BDCQ.SEA2BT,2016.09,,Y,C
BDCQ.SEA2BT,2016.12,,Y,C
BDCQ.SEA2BT,2017.03,,Y,C
BDCQ.SEA2BT,2017.06,,Y,C
BDCQ.SEA2BT,2017.09,,Y,C
BDCQ.SEA2BT,2017.12,,Y,C
BDCQ.SEA2BT,2018.03,,Y,C
BDCQ.SEA2BT,2018.06,,Y,C
BDCQ.SEA2BT,2018.09,,Y,C
BDCQ.SEA2BT,2018.12,,Y,C
BDCQ.SEA2BT,2019.03,,Y,C
BDCQ.SEA2BT,2019.06,,Y,C
BDCQ.SEA2BT,2019.09,,Y,C
BDCQ.SEA2BT,2019.12,,Y,C
BDCQ.SEA2BT,2020.03,,Y,C
BDCQ.SEA2BT,2020.06,,Y,C
BDCQ.SEA2BT,2020.09,,Y,C
BDCQ.SEA2BT,2020.12,,Y,C
BDCQ.SEA2CA,2011.06,2830.983013,,F
BDCQ.SEA2CA,2011.09,2740.63345,,F
BDCQ.SEA2CA,2011.12,2929.170445,,F
BDCQ.SEA2CA,2012.03,2794.766293,,F
BDCQ.SEA2CA,2012.06,2882.48464,,F
BDCQ.SEA2CA,2012.09,2781.222675,,F
BDCQ.SEA2CA,2012.12,3009.380137,,F
BDCQ.SEA2CA,2013.03,2871.730251,,F
BDCQ.SEA2CA,2013.06,2933.556784,,F
BDCQ.SEA2CA,2013.09,2913.929666,,F
BDCQ.SEA2CA,2013.12,3178.066367,,F
BDCQ.SEA2CA,2014.03,2994.017155,,F
BDCQ.SEA2CA,2014.06,3109.409138,,F
BDCQ.SEA2CA,2014.09,3109.523534,,F
BDCQ.SEA2CA,2014.12,3224.302008,,F
BDCQ.SEA2CA,2015.03,3148.547655,,F
BDCQ.SEA2CA,2015.06,3209.854299,,F
BDCQ.SEA2CA,2015.09,3233.28305,,F
BDCQ.SEA2CA,2015.12,3337.957331,,F
BDCQ.SEA2CA,2016.03,3294.435543,,F
BDCQ.SEA2CA,2016.06,3348.271858,,F
BDCQ.SEA2CA,2016.09,3268.182901,,F
BDCQ.SEA2CA,2016.12,3468.578989,,F
BDCQ.SEA2CA,2017.03,3398.168206,,F
BDCQ.SEA2CA,2017.06,3519.536313,,F
BDCQ.SEA2CA,2017.09,3418.587394,,F
BDCQ.SEA2CA,2017.12,3662.567598,,F
BDCQ.SEA2CA,2018.03,3588.801794,,F
BDCQ.SEA2CA,2018.06,3704.819883,,F
BDCQ.SEA2CA,2018.09,3608.395359,,F
BDCQ.SEA2CA,2018.12,3880.777973,,F
BDCQ.SEA2CA,2019.03,3688.777828,,F
BDCQ.SEA2CA,2019.06,3808.745137,,F
BDCQ.SEA2CA,2019.09,3727.594112,,F
BDCQ.SEA2CA,2019.12,4091.4209,,F
BDCQ.SEA2CA,2020.03,3817.863228,,F
BDCQ.SEA2CA,2020.06,3715.207122,,F
BDCQ.SEA2CA,2020.09,3823.27833,,R
BDCQ.SEA2CA,2020.12,3976.275439,,R
BDCQ.SEA2CA,2021.03,3988.004841,,R
BDCQ.SEA2CA,2021.06,4112.025202,,R
BDCQ.SEA2CA,2021.09,4004.600954,,R
BDCQ.SEA2CA,2021.12,4276.381316,,R
BDCQ.SEA2CA,2022.03,4304.988473,,R
BDCQ.SEA2CA,2022.06,4340.017369,,R
BDCQ.SEA2CA,2022.09,4362.555709,,R
BDCQ.SEA2CA,2022.12,4605.105391,,R
BDCQ.SEA2CA,2023.03,4542.87758,,F
BDCQ.SEA2CA,2023.06,4641.616911,,F
BDCQ.SEA2CS,2011.06,,Y,R
BDCQ.SEA2CS,2011.09,,Y,R
BDCQ.SEA2CS,2011.12,,Y,R
BDCQ.SEA2CS,2012.03,,Y,R
BDCQ.SEA2CS,2012.06,,Y,R
BDCQ.SEA2CS,2012.09,,Y,R
BDCQ.SEA2CS,2012.12,,Y,R
BDCQ.SEA2CS,2013.03,,Y,R
BDCQ.SEA2CS,2013.06,,Y,R
BDCQ.SEA2CS,2013.09,,Y,R
BDCQ.SEA2CS,2013.12,,Y,R
BDCQ.SEA2CS,2014.03,,Y,R
BDCQ.SEA2CS,2014.06,,Y,R
BDCQ.SEA2CS,2014.09,,Y,R
BDCQ.SEA2CS,2014.12,,Y,R
BDCQ.SEA2CS,2015.03,,Y,R
BDCQ.SEA2CS,2015.06,,Y,R
BDCQ.SEA2CS,2015.09,,Y,R
BDCQ.SEA2CS,2015.12,,Y,R
BDCQ.SEA2CS,2016.03,,Y,R
BDCQ.SEA2CS,2016.06,,Y,R
BDCQ.SEA2CS,2016.09,,Y,R
BDCQ.SEA2CS,2016.12,,Y,R
BDCQ.SEA2CS,2017.03,,Y,R
BDCQ.SEA2CS,2017.06,,Y,R
BDCQ.SEA2CS,2017.09,,Y,R
BDCQ.SEA2CS,2017.12,,Y,R
BDCQ.SEA2CS,2018.03,,Y,R
BDCQ.SEA2CS,2018.06,,Y,R
BDCQ.SEA2CS,2018.09,,Y,R
BDCQ.SEA2CS,2018.12,,Y,R
BDCQ.SEA2CS,2019.03,,Y,R
BDCQ.SEA2CS,2019.06,,Y,R
BDCQ.SEA2CS,2019.09,,Y,R
BDCQ.SEA2CS,2019.12,,Y,R
BDCQ.SEA2CS,2020.03,,Y,R
BDCQ.SEA2CS,2020.06,,Y,F
BDCQ.SEA2CS,2020.09,,Y,F
BDCQ.SEA2CS,2020.12,,Y,F
BDCQ.SEA2CT,2011.06,,Y,C
BDCQ.SEA2CT,2011.09,,Y,C
BDCQ.SEA2CT,2011.12,,Y,C
BDCQ.SEA2CT,2012.03,,Y,C
BDCQ.SEA2CT,2012.06,,Y,C
BDCQ.SEA2CT,2012.09,,Y,C
BDCQ.SEA2CT,2012.12,,Y,C
BDCQ.SEA2CT,2013.03,,Y,C
BDCQ.SEA2CT,2013.06,,Y,C
BDCQ.SEA2CT,2013.09,,Y,C
BDCQ.SEA2CT,2013.12,,Y,C
BDCQ.SEA2CT,2014.03,,Y,C
BDCQ.SEA2CT,2014.06,,Y,C
BDCQ.SEA2CT,2014.09,,Y,C
BDCQ.SEA2CT,2014.12,,Y,C
BDCQ.SEA2CT,2015.03,,Y,C
BDCQ.SEA2CT,2015.06,,Y,C
BDCQ.SEA2CT,2015.09,,Y,C
BDCQ.SEA2CT,2015.12,,Y,C
BDCQ.SEA2CT,2016.03,,Y,C
BDCQ.SEA2CT,2016.06,,Y,C
BDCQ.SEA2CT,2016.09,,Y,C
BDCQ.SEA2CT,2016.12,,Y,C
BDCQ.SEA2CT,2017.03,,Y,C
BDCQ.SEA2CT,2017.06,,Y,C
BDCQ.SEA2CT,2017.09,,Y,C
BDCQ.SEA2CT,2017.12,,Y,C
BDCQ.SEA2CT,2018.03,,Y,C
BDCQ.SEA2CT,2018.06,,Y,C
BDCQ.SEA2CT,2018.09,,Y,C
BDCQ.SEA2CT,2018.12,,Y,C
BDCQ.SEA2CT,2019.03,,Y,C
BDCQ.SEA2CT,2019.06,,Y,C
BDCQ.SEA2CT,2019.09,,Y,C
BDCQ.SEA2CT,2019.12,,Y,C
BDCQ.SEA2CT,2020.03,,Y,C
BDCQ.SEA2CT,2020.06,,Y,C
BDCQ.SEA2CT,2020.09,,Y,C
BDCQ.SEA2CT,2020.12,,Y,C
BDCQ.SEA2DA,2011.06,252.311188,,F
BDCQ.SEA2DA,2011.09,302.689798,,F
BDCQ.SEA2DA,2011.12,275.571608,,F
BDCQ.SEA2DA,2012.03,268.377717,,F
BDCQ.SEA2DA,2012.06,267.410808,,F
BDCQ.SEA2DA,2012.09,314.314045,,F
BDCQ.SEA2DA,2012.12,294.113056,,F
BDCQ.SEA2DA,2013.03,291.579869,,F
BDCQ.SEA2DA,2013.06,305.451794,,F
BDCQ.SEA2DA,2013.09,352.200252,,F
BDCQ.SEA2DA,2013.12,325.954218,,F
BDCQ.SEA2DA,2014.03,286.85452,,F
BDCQ.SEA2DA,2014.06,293.33057,,F
BDCQ.SEA2DA,2014.09,348.957198,,F
BDCQ.SEA2DA,2014.12,324.612418,,F
BDCQ.SEA2DA,2015.03,301.357965,,F
BDCQ.SEA2DA,2015.06,324.489369,,F
BDCQ.SEA2DA,2015.09,355.455999,,F
BDCQ.SEA2DA,2015.12,332.282398,,F
BDCQ.SEA2DA,2016.03,326.682434,,F
BDCQ.SEA2DA,2016.06,348.413549,,F
BDCQ.SEA2DA,2016.09,360.88017,,F
BDCQ.SEA2DA,2016.12,343.077218,,F
BDCQ.SEA2DA,2017.03,340.721647,,F
BDCQ.SEA2DA,2017.06,366.944752,,F
BDCQ.SEA2DA,2017.09,392.809807,,F
BDCQ.SEA2DA,2017.12,383.40632,,F
BDCQ.SEA2DA,2018.03,374.292417,,F
BDCQ.SEA2DA,2018.06,405.065022,,F
BDCQ.SEA2DA,2018.09,419.123543,,F
BDCQ.SEA2DA,2018.12,413.13304,,F
BDCQ.SEA2DA,2019.03,383.681704,,F
BDCQ.SEA2DA,2019.06,428.71398,,F
BDCQ.SEA2DA,2019.09,443.131781,,F
BDCQ.SEA2DA,2019.12,460.273983,,F
BDCQ.SEA2DA,2020.03,431.675375,,F
BDCQ.SEA2DA,2020.06,445.196725,,F
BDCQ.SEA2DA,2020.09,497.575115,,R
BDCQ.SEA2DA,2020.12,455.167998,,R
BDCQ.SEA2DA,2021.03,480.948608,,R
BDCQ.SEA2DA,2021.06,466.206105,,R
BDCQ.SEA2DA,2021.09,541.872231,,R
BDCQ.SEA2DA,2021.12,508.223289,,R
BDCQ.SEA2DA,2022.03,508.085887,,R
BDCQ.SEA2DA,2022.06,516.365981,,R
BDCQ.SEA2DA,2022.09,581.369955,,R
BDCQ.SEA2DA,2022.12,553.214544,,R
BDCQ.SEA2DA,2023.03,557.389251,,F
BDCQ.SEA2DA,2023.06,562.85156,,F
BDCQ.SEA2DS,2011.06,,Y,R
BDCQ.SEA2DS,2011.09,,Y,R
BDCQ.SEA2DS,2011.12,,Y,R
BDCQ.SEA2DS,2012.03,,Y,R
BDCQ.SEA2DS,2012.06,,Y,R
BDCQ.SEA2DS,2012.09,,Y,R
BDCQ.SEA2DS,2012.12,,Y,R
BDCQ.SEA2DS,2013.03,,Y,R
BDCQ.SEA2DS,2013.06,,Y,R
BDCQ.SEA2DS,2013.09,,Y,R
BDCQ.SEA2DS,2013.12,,Y,R
BDCQ.SEA2DS,2014.03,,Y,R
BDCQ.SEA2DS,2014.06,,Y,R
BDCQ.SEA2DS,2014.09,,Y,R
BDCQ.SEA2DS,2014.12,,Y,R
BDCQ.SEA2DS,2015.03,,Y,R
BDCQ.SEA2DS,2015.06,,Y,R
BDCQ.SEA2DS,2015.09,,Y,R
BDCQ.SEA2DS,2015.12,,Y,R
BDCQ.SEA2DS,2016.03,,Y,R
BDCQ.SEA2DS,2016.06,,Y,R
BDCQ.SEA2DS,2016.09,,Y,R
BDCQ.SEA2DS,2016.12,,Y,R
BDCQ.SEA2DS,2017.03,,Y,R
BDCQ.SEA2DS,2017.06,,Y,R
BDCQ.SEA2DS,2017.09,,Y,R
BDCQ.SEA2DS,2017.12,,Y,R
BDCQ.SEA2DS,2018.03,,Y,R
BDCQ.SEA2DS,2018.06,,Y,R
BDCQ.SEA2DS,2018.09,,Y,R
BDCQ.SEA2DS,2018.12,,Y,R
BDCQ.SEA2DS,2019.03,,Y,R
BDCQ.SEA2DS,2019.06,,Y,R
BDCQ.SEA2DS,2019.09,,Y,R
BDCQ.SEA2DS,2019.12,,Y,R
BDCQ.SEA2DS,2020.03,,Y,R
BDCQ.SEA2DS,2020.06,,Y,F
BDCQ.SEA2DS,2020.09,,Y,F
BDCQ.SEA2DS,2020.12,,Y,F
BDCQ.SEA2DT,2011.06,,Y,C
BDCQ.SEA2DT,2011.09,,Y,C
BDCQ.SEA2DT,2011.12,,Y,C
BDCQ.SEA2DT,2012.03,,Y,C
BDCQ.SEA2DT,2012.06,,Y,C
BDCQ.SEA2DT,2012.09,,Y,C
BDCQ.SEA2DT,2012.12,,Y,C
BDCQ.SEA2DT,2013.03,,Y,C
BDCQ.SEA2DT,2013.06,,Y,C
BDCQ.SEA2DT,2013.09,,Y,C
BDCQ.SEA2DT,2013.12,,Y,C
BDCQ.SEA2DT,2014.03,,Y,C
BDCQ.SEA2DT,2014.06,,Y,C
BDCQ.SEA2DT,2014.09,,Y,C
BDCQ.SEA2DT,2014.12,,Y,C
BDCQ.SEA2DT,2015.03,,Y,C
BDCQ.SEA2DT,2015.06,,Y,C
BDCQ.SEA2DT,2015.09,,Y,C
BDCQ.SEA2DT,2015.12,,Y,C
BDCQ.SEA2DT,2016.03,,Y,C
BDCQ.SEA2DT,2016.06,,Y,C
BDCQ.SEA2DT,2016.09,,Y,C
BDCQ.SEA2DT,2016.12,,Y,C
BDCQ.SEA2DT,2017.03,,Y,C
BDCQ.SEA2DT,2017.06,,Y,C
BDCQ.SEA2DT,2017.09,,Y,C
BDCQ.SEA2DT,2017.12,,Y,C
BDCQ.SEA2DT,2018.03,,Y,C
BDCQ.SEA2DT,2018.06,,Y,C
BDCQ.SEA2DT,2018.09,,Y,C
BDCQ.SEA2DT,2018.12,,Y,C
BDCQ.SEA2DT,2019.03,,Y,C
BDCQ.SEA2DT,2019.06,,Y,C
BDCQ.SEA2DT,2019.09,,Y,C
BDCQ.SEA2DT,2019.12,,Y,C
BDCQ.SEA2DT,2020.03,,Y,C
BDCQ.SEA2DT,2020.06,,Y,C
BDCQ.SEA2DT,2020.09,,Y,C
BDCQ.SEA2DT,2020.12,,Y,C
BDCQ.SEA2EA,2011.06,1322.061888,,F
BDCQ.SEA2EA,2011.09,1348.239935,,F
BDCQ.SEA2EA,2011.12,1432.064925,,F
BDCQ.SEA2EA,2012.03,1365.772105,,F
BDCQ.SEA2EA,2012.06,1440.162758,,F
BDCQ.SEA2EA,2012.09,1465.044675,,F
BDCQ.SEA2EA,2012.12,1580.694166,,F
BDCQ.SEA2EA,2013.03,1440.037004,,F
BDCQ.SEA2EA,2013.06,1560.361966,,F
BDCQ.SEA2EA,2013.09,1579.480728,,F
BDCQ.SEA2EA,2013.12,1726.810057,,F
BDCQ.SEA2EA,2014.03,1584.234938,,F
